"created","song","artist","url","text"
2015-07-05 08:41:18,"Mercy.1","Kanye West, Big Sean, Pusha T &amp; 2 Chainz","https://t.co/iVnuNk9XqP","Mercy.1 - Kanye West, Big Sean, Pusha T &amp; 2 Chainz https://t.co/iVnuNk9XqP #beats1"
2015-07-05 08:37:32,"Love","Kid Cudi","https://t.co/amiNgIxc3L","Love - Kid Cudi https://t.co/amiNgIxc3L #beats1"
2015-07-05 08:36:03,"Studio feat. BJ The Chicago Kid (Grandtheft Edit)","Schoolboy Q",NA,"Studio feat. BJ The Chicago Kid (Grandtheft Edit) - Schoolboy Q #beats1"
2015-07-05 08:33:48,"Nxwxrk (RL Grime Remix)","Nadus",NA,"Nxwxrk (RL Grime Remix) - Nadus #beats1"
2015-07-05 08:29:17,"Skyfall (feat. Young Thug","Travis Scott",NA,"Skyfall (feat. Young Thug - Travis Scott #beats1"
2015-07-05 08:24:48,"New Slaves","Kanye West","https://t.co/2PsGfQGkIJ","New Slaves - Kanye West https://t.co/2PsGfQGkIJ #beats1"
2015-07-05 08:21:48,"Insane (feat. Moon Holiday)","Flume","https://t.co/1WEQPmr8ui","Insane (feat. Moon Holiday) - Flume https://t.co/1WEQPmr8ui #beats1"
2015-07-05 08:18:47,"Are You With Me","Lost Frequencies","https://t.co/TE8vt432en","Are You With Me - Lost Frequencies https://t.co/TE8vt432en #beats1"
2015-07-05 08:15:47,"Helios (feat. Wayne Snow)","Darius","https://t.co/v1opApuLFB","Helios (feat. Wayne Snow) - Darius https://t.co/v1opApuLFB #beats1"
2015-07-05 08:10:32,"2SEATER","Tyler, The Creator","https://t.co/IQgETlxxus","2SEATER - Tyler, The Creator https://t.co/IQgETlxxus #beats1"
2015-07-05 08:05:17,"Sealion","Py","https://t.co/UL7s4JTQ6L","Sealion - Py https://t.co/UL7s4JTQ6L #beats1"
2015-07-05 08:02:18,"Silent Movies","Madisen Ward and the Mama Bear","https://t.co/pVJrVIwPEB","Silent Movies - Madisen Ward and the Mama Bear https://t.co/pVJrVIwPEB #beats1"
2015-07-05 07:58:33,"Here","Alessia Cara","https://t.co/RdMDga4k3i","Here - Alessia Cara https://t.co/RdMDga4k3i #beats1"
2015-07-05 07:56:16,"Lovesick F**k","Mura Masa",NA,"Lovesick F**k - Mura Masa #beats1"
2015-07-05 07:51:47,"Papaoutai","Stromae","https://t.co/T8Om75RX0x","Papaoutai - Stromae https://t.co/T8Om75RX0x #beats1"
2015-07-05 07:48:01,"Apparently","J. Cole","https://t.co/Bfkth18Odk","Apparently - J. Cole https://t.co/Bfkth18Odk #beats1"
2015-07-05 07:43:32,"King Kunta","Kendrick Lamar","https://t.co/g4Tys2zBYU","King Kunta - Kendrick Lamar https://t.co/g4Tys2zBYU #beats1"
2015-07-05 07:39:48,"Hard Time","Seinabo Sey","https://t.co/XpS2Yw17Z3","Hard Time - Seinabo Sey https://t.co/XpS2Yw17Z3 #beats1"
2015-07-05 07:37:32,"Bitch Better Have My Money","Rihanna","https://t.co/E14QqffPyQ","Bitch Better Have My Money - Rihanna https://t.co/E14QqffPyQ #beats1"
2015-07-05 07:33:47,"Know Yourself","Drake","https://t.co/fMjQQ2Zltu","Know Yourself - Drake https://t.co/fMjQQ2Zltu #beats1"
2015-07-05 07:28:32,"Where Are Ü Now (with Justin Bieber)","Skrillex &amp; Diplo","https://t.co/RPsSAlyXnw","Where Are Ü Now (with Justin Bieber) - Skrillex &amp; Diplo https://t.co/RPsSAlyXnw #beats1"
2015-07-05 07:22:32,"Bang That","Disclosure","https://t.co/gPGl4i5nCX","Bang That - Disclosure https://t.co/gPGl4i5nCX #beats1"
2015-07-05 07:18:46,"The Overweight Lover's in the House","Heavy D &amp; The Boyz","https://t.co/PhqPa3qERH","The Overweight Lover's in the House - Heavy D &amp; The Boyz https://t.co/PhqPa3qERH #beats1"
2015-07-05 07:15:00,"Let It Happen","Tame Impala","https://t.co/sXL62gFHZW","Let It Happen - Tame Impala https://t.co/sXL62gFHZW #beats1"
2015-07-05 07:10:31,"Canal St. (feat. Bones)","A$AP Rocky","https://t.co/TVF87Azwqd","Canal St. (feat. Bones) - A$AP Rocky https://t.co/TVF87Azwqd #beats1"
2015-07-05 07:07:31,"U Mad (feat. Kanye West)","Vic Mensa","https://t.co/grlviWKmJN","U Mad (feat. Kanye West) - Vic Mensa https://t.co/grlviWKmJN #beats1"
2015-07-05 07:04:30,"I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan]","Jamie xx","https://t.co/xIe9Bx6NZc","I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan] - Jamie xx https://t.co/xIe9Bx6NZc #beats1"
2015-07-05 06:56:16,"Crown (feat. Diane Coffee)","Run The Jewels","https://t.co/b89jIQG15a","Crown (feat. Diane Coffee) - Run The Jewels https://t.co/b89jIQG15a #beats1"
2015-07-05 06:54:00,"Hands Up","Vince Staples","https://t.co/LEcQPZv2Ki","Hands Up - Vince Staples https://t.co/LEcQPZv2Ki #beats1"
2015-07-05 06:50:16,"Black Steel In the Hour of Chaos","Public Enemy","https://t.co/RH4UwUGWPK","Black Steel In the Hour of Chaos - Public Enemy https://t.co/RH4UwUGWPK #beats1"
2015-07-05 06:48:45,"Hootie Hoo","Outkast","https://t.co/q4gUL9z4Lv","Hootie Hoo - Outkast https://t.co/q4gUL9z4Lv #beats1"
2015-07-05 06:45:01,"Freddie's Dead (Theme from 'Superfly')","Curtis Mayfield","https://t.co/K4UMP5Sidc","Freddie's Dead (Theme from 'Superfly') - Curtis Mayfield https://t.co/K4UMP5Sidc #beats1"
2015-07-05 06:39:00,"Murder","UGK","https://t.co/ykxJtHFUhX","Murder - UGK https://t.co/ykxJtHFUhX #beats1"
2015-07-05 06:37:30,"My Sub Pt. 3 (Big Bang)","Big K.R.I.T.","https://t.co/xn1NFXx29d","My Sub Pt. 3 (Big Bang) - Big K.R.I.T. https://t.co/xn1NFXx29d #beats1"
2015-07-05 06:34:31,"High Powered (feat. Papa Rue)","Scarface","https://t.co/2py9OLOYIv","High Powered (feat. Papa Rue) - Scarface https://t.co/2py9OLOYIv #beats1"
2015-07-05 06:30:45,"Tougher Colder Killer","EL","https://t.co/L2OCSqydjv","Tougher Colder Killer - EL-P, Despot &amp; Killer Mike https://t.co/L2OCSqydjv #beats1"
2015-07-05 06:26:15,"S.L.A.B.","Sl Jones","https://t.co/wn0rCCmRPp","S.L.A.B. - Sl Jones https://t.co/wn0rCCmRPp #beats1"
2015-07-05 06:16:29,"Monkey Man","The Rolling Stones","https://t.co/cFeZ0ZIOyr","Monkey Man - The Rolling Stones https://t.co/cFeZ0ZIOyr #beats1"
2015-07-05 06:15:00,"Lord Pretty Flacko Jodye 2 (LPFJ2)","A$AP Rocky","https://t.co/I63VTnzC50","Lord Pretty Flacko Jodye 2 (LPFJ2) - A$AP Rocky https://t.co/I63VTnzC50 #beats1"
2015-07-05 06:12:00,"Beats to the Rhyme","Run","https://t.co/YGdujeI6mp","Beats to the Rhyme - Run-DMC https://t.co/YGdujeI6mp #beats1"
2015-07-05 06:08:14,"I Run Roulette","boots","https://t.co/CA1XoNLvaK","I Run Roulette - boots https://t.co/CA1XoNLvaK #beats1"
2015-07-05 05:57:44,"King Kunta","Kendrick Lamar","https://t.co/g4Tys2zBYU","King Kunta - Kendrick Lamar https://t.co/g4Tys2zBYU #beats1"
2015-07-05 05:56:59,"Money Over Love (feat. Kendrick Lamar)","Bilal","https://t.co/cKXnsLU7FO","Money Over Love (feat. Kendrick Lamar) - Bilal https://t.co/cKXnsLU7FO #beats1"
2015-07-05 05:50:59,"Let You Go (feat. Great Good Fine Ok) [A","Trak Remix]","https://t.co/h8gLuq18K6","Let You Go (feat. Great Good Fine Ok) [A-Trak Remix] - The Chainsmokers https://t.co/h8gLuq18K6 #beats1"
2015-07-05 05:47:59,"Robotic","Fedde le Grand &amp; Jewelz &amp; Sparks","https://t.co/1BjlDQWNwx","Robotic - Fedde le Grand &amp; Jewelz &amp; Sparks https://t.co/1BjlDQWNwx #beats1"
2015-07-05 05:44:13,"Cool (feat. Roy English) [A","Trak Remix]","https://t.co/keaIQyWh6O","Cool (feat. Roy English) [A-Trak Remix] - Alesso https://t.co/keaIQyWh6O #beats1"
2015-07-05 05:41:13,"Angels (feat. Kat Nestel) [Radio Edit]","Vicetone","https://t.co/Ju31ODOMfN","Angels (feat. Kat Nestel) [Radio Edit] - Vicetone https://t.co/Ju31ODOMfN #beats1"
2015-07-05 05:37:28,"Ibanez (feat. Cory Enemy &amp; Nico Stadi) [Main Mix]","A",NA,"Ibanez (feat. Cory Enemy &amp; Nico Stadi) [Main Mix] - A-Trak #beats1"
2015-07-05 05:34:28,"Bumble Bee","Zedd &amp; Botnek","https://t.co/kBRDTzyuHY","Bumble Bee - Zedd &amp; Botnek https://t.co/kBRDTzyuHY #beats1"
2015-07-05 05:32:13,"Imminent","LV &amp; Joshua Idehen","https://t.co/rIvuB244Zf","Imminent - LV &amp; Joshua Idehen https://t.co/rIvuB244Zf #beats1"
2015-07-05 05:29:14,"Hula Hoop (feat. UNiiQU3)","Brenmar","https://t.co/BDkVW11TUD","Hula Hoop (feat. UNiiQU3) - Brenmar https://t.co/BDkVW11TUD #beats1"
2015-07-05 05:25:28,"Heartagram","Lucid","https://t.co/A6IBUVjrBa","Heartagram - Lucid https://t.co/A6IBUVjrBa #beats1"
2015-07-05 05:24:43,"Money Machine (feat. Manolo Rose)","Fame School","https://t.co/I0ogTKhVjp","Money Machine (feat. Manolo Rose) - Fame School https://t.co/I0ogTKhVjp #beats1"
2015-07-05 05:21:43,"Who Wanna Play (feat. Que)","Low Pros","https://t.co/52xiTFZkFr","Who Wanna Play (feat. Que) - Low Pros https://t.co/52xiTFZkFr #beats1"
2015-07-05 05:18:44,"Yoga","Janelle Monáe &amp; Jidenna","https://t.co/ZhPvq6MxsG","Yoga - Janelle Monáe &amp; Jidenna https://t.co/ZhPvq6MxsG #beats1"
2015-07-05 05:17:13,"L$D","A$AP Rocky","https://t.co/Czn2OrM2Be","L$D - A$AP Rocky https://t.co/Czn2OrM2Be #beats1"
2015-07-05 05:12:43,"Generate (Radio Edit)","Eric Prydz","https://t.co/QV7GoqGe1d","Generate (Radio Edit) - Eric Prydz https://t.co/QV7GoqGe1d #beats1"
2015-07-05 05:06:43,"Aussteiger","Bangbao",NA,"Aussteiger  - Bangbao #beats1"
2015-07-05 05:04:28,"Holding On (Gus Pirelli VIP 7"" Disco Mix)","Disclosure ft. Gregory Porter",NA,"Holding On (Gus Pirelli VIP 7"" Disco Mix) - Disclosure ft. Gregory Porter  #beats1"
2015-07-05 05:03:43,"Agony and Pain","Get A Room!","https://t.co/dkKIxaTR06","Agony and Pain - Get A Room! https://t.co/dkKIxaTR06 #beats1"
2015-07-05 05:02:12,"Give It Up or Turnit a Loose (1970 Album Version (Undubbed Unedited Mix))","James Brown",NA,"Give It Up or Turnit a Loose (1970 Album Version (Undubbed Unedited Mix)) - James Brown #beats1"
2015-07-05 05:00:43,"Dance To the Drummer's Beat","Herman Kelly &amp; Life","https://t.co/E1VCdeMGxC","Dance To the Drummer's Beat - Herman Kelly &amp; Life https://t.co/E1VCdeMGxC #beats1"
2015-07-05 04:59:12,"Space Funk (Dopebrother 12 Inch Remix)","Manzel","https://t.co/M6ZmzloKqM","Space Funk (Dopebrother 12 Inch Remix) - Manzel https://t.co/M6ZmzloKqM #beats1"
2015-07-05 04:56:57,"Ain't We Funkin' Now","The Brothers Johnson","https://t.co/qBShY56pbP","Ain't We Funkin' Now - The Brothers Johnson https://t.co/qBShY56pbP #beats1"
2015-07-05 04:54:42,"Made Me Feel Better (Don Diablo &amp; CID Remix)","Alex Adair",NA,"Made Me Feel Better (Don Diablo &amp; CID Remix) - Alex Adair #beats1"
2015-07-05 04:52:28,"Ori Tali Ma","Sander van Doorn","https://t.co/WiA5SHPZ2X","Ori Tali Ma - Sander van Doorn https://t.co/WiA5SHPZ2X #beats1"
2015-07-05 04:48:42,"Feels Like Summer (feat. Duane Harden)","Kryder &amp; Still Young","https://t.co/BIPvERu36o","Feels Like Summer (feat. Duane Harden) - Kryder &amp; Still Young https://t.co/BIPvERu36o #beats1"
2015-07-05 04:46:27,"Pick You Up","Lxury","https://t.co/9NAyOpMcC9","Pick You Up - Lxury https://t.co/9NAyOpMcC9 #beats1"
2015-07-05 04:43:28,"After Life (feat. Stacy Barthe)","Tchami","https://t.co/8GvaO1WNil","After Life (feat. Stacy Barthe) - Tchami https://t.co/8GvaO1WNil #beats1"
2015-07-05 04:41:12,"Scud Books","Hudson Mohawke","https://t.co/qeuq74cIxf","Scud Books - Hudson Mohawke https://t.co/qeuq74cIxf #beats1"
2015-07-05 04:39:43,"The New International Sound, Pt. 2 (feat. M.I.A.)","GENER8ION","https://t.co/S4D7WMmV6L","The New International Sound, Pt. 2 (feat. M.I.A.) - GENER8ION https://t.co/S4D7WMmV6L #beats1"
2015-07-05 04:36:42,"Let Me Stay","PURPLE","https://t.co/gnEdcuIgd9","Let Me Stay - PURPLE https://t.co/gnEdcuIgd9 #beats1"
2015-07-05 04:32:57,"Wonder Woman (DJ Premiere Remix)","Lion Babe",NA,"Wonder Woman (DJ Premiere Remix) - Lion Babe #beats1"
2015-07-05 04:31:27,"Baby Blue (feat. Chance the Rapper)","Action Bronson","https://t.co/Vq7XbWWyKI","Baby Blue (feat. Chance the Rapper) - Action Bronson https://t.co/Vq7XbWWyKI #beats1"
2015-07-05 04:29:12,"U Mad (feat. Kanye West)","Vic Mensa","https://t.co/grlviWKmJN","U Mad (feat. Kanye West) - Vic Mensa https://t.co/grlviWKmJN #beats1"
2015-07-05 04:28:27,"Chief","Party Thieves &amp; ATLiens","https://t.co/b2uKHKW6uY","Chief - Party Thieves &amp; ATLiens https://t.co/b2uKHKW6uY #beats1"
2015-07-05 04:26:12,"Activate Me (DJ Hoodboi Remix)","ASTR",NA,"Activate Me (DJ Hoodboi Remix) - ASTR #beats1"
2015-07-05 04:22:27,"Antidote","Travis Scott",NA,"Antidote - Travis Scott #beats1"
2015-07-05 04:19:26,"Blasé (feat. Future &amp; Rae Sremmurd)","Ty Dolla $ign","https://t.co/WyFHsdAYlq","Blasé (feat. Future &amp; Rae Sremmurd) - Ty Dolla $ign https://t.co/WyFHsdAYlq #beats1"
2015-07-05 04:16:27,"Doctor Pepper","Diplo, CL, Riff Raff &amp; Og Maco","https://t.co/Dfb7cLhwNa","Doctor Pepper - Diplo, CL, Riff Raff &amp; Og Maco https://t.co/Dfb7cLhwNa #beats1"
2015-07-05 04:14:12,"1 Sec","Novelist x Mumdance","https://t.co/0SbgkeWoQS","1 Sec - Novelist x Mumdance https://t.co/0SbgkeWoQS #beats1"
2015-07-05 04:08:57,"+1","Martin Solveig","https://t.co/msD9F6uKhX","+1 - Martin Solveig https://t.co/msD9F6uKhX #beats1"
2015-07-05 03:59:11,"A Side Vibes Is Right","Om Unit",NA,"A Side Vibes Is Right - Om Unit #beats1"
2015-07-05 03:57:41,"Untrue","Tchami","https://t.co/888ufZghq5","Untrue - Tchami https://t.co/888ufZghq5 #beats1"
2015-07-05 03:56:56,"Why You Wanna","T.I.","https://t.co/2ttQ4Ntull","Why You Wanna - T.I. https://t.co/2ttQ4Ntull #beats1"
2015-07-05 03:53:56,"4 iheartbobby","Ebrahim",NA,"4 iheartbobby - Ebrahim #beats1"
2015-07-05 03:50:11,"Think Twice","J Dilla","https://t.co/yfvjThU8Iw","Think Twice - J Dilla https://t.co/yfvjThU8Iw #beats1"
2015-07-05 03:48:41,"Zizzle","Zebrahim",NA,"Zizzle - Zebrahim #beats1"
2015-07-05 03:46:26,"Bone Jelly","Cazal Organism",NA,"Bone Jelly - Cazal Organism #beats1"
2015-07-05 03:42:40,"Lovesick F***","Mura Masa",NA,"Lovesick F*** - Mura Masa #beats1"
2015-07-05 03:41:11,"Girl (feat. KAYTRANADA)","The Internet","https://t.co/OQEZuhWUAX","Girl (feat. KAYTRANADA) - The Internet https://t.co/OQEZuhWUAX #beats1"
2015-07-05 03:39:40,"What You Won't Do for Love (feat. Austin Bohlman, Texacali Horns &amp; Jeff Tamelier)","Destruments","https://t.co/zAcgE1W9Qc","What You Won't Do for Love (feat. Austin Bohlman, Texacali Horns &amp; Jeff Tamelier) - Destruments https://t.co/zAcgE1W9Qc #beats1"
2015-07-05 03:38:11,"Take.Grime","Bassbear!! / Swisha Sweet",NA,"Take.Grime - Bassbear!! / Swisha Sweet #beats1"
2015-07-05 03:36:40,"Left &amp; Right (Moodprint Remix)","D'Angelo",NA,"Left &amp; Right (Moodprint Remix) - D'Angelo #beats1"
2015-07-05 03:32:55,"Embrace","Geode",NA,"Embrace - Geode #beats1"
2015-07-05 03:30:40,"Is It Real","Raven",NA,"Is It Real - Raven #beats1"
2015-07-05 03:29:11,"Stronger Than Me (Alby Daniels Remix)","Amy Winehouse",NA,"Stronger Than Me (Alby Daniels Remix) - Amy Winehouse #beats1"
2015-07-05 03:26:55,"Didn't Cha Know","Erykah Badu","https://t.co/8QdHtxuQRv","Didn't Cha Know - Erykah Badu https://t.co/8QdHtxuQRv #beats1"
2015-07-05 03:25:24,"B**** Don't Kill My Vibe by Kendrick Lamar feat. The Clubcasa Chamber Orchestra","Sly5thAve",NA,"B**** Don't Kill My Vibe by Kendrick Lamar feat. The Clubcasa Chamber Orchestra - Sly5thAve #beats1"
2015-07-05 03:23:55,"Final Warning (Featuring Aaliyah)","Ginuwine featuring Aaliyah","https://t.co/iooIKejzwX","Final Warning (Featuring Aaliyah) - Ginuwine featuring Aaliyah https://t.co/iooIKejzwX #beats1"
2015-07-05 03:23:09,"My Love (Instrumental)","Justin Timberlake","https://t.co/Y7VapfObZB","My Love (Instrumental) - Justin Timberlake https://t.co/Y7VapfObZB #beats1"
2015-07-05 03:20:56,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-05 03:18:41,"Señorita","Justin Timberlake","https://t.co/IXvfGnDuHk","Señorita - Justin Timberlake https://t.co/IXvfGnDuHk #beats1"
2015-07-05 03:17:10,"Beautiful","Snoop Dogg feat. Hidden Beach Recordings",NA,"Beautiful - Snoop Dogg feat. Hidden Beach Recordings #beats1"
2015-07-05 03:15:41,"Can I Have It Like That (feat. Gwen Stefani)","Pharrell","https://t.co/0eqeztleWY","Can I Have It Like That (feat. Gwen Stefani) - Pharrell https://t.co/0eqeztleWY #beats1"
2015-07-05 03:14:09,"Feels So Good","Dwele","https://t.co/AFdNZvi2hs","Feels So Good - Dwele https://t.co/AFdNZvi2hs #beats1"
2015-07-05 03:11:54,"Sycamore","J Dilla",NA,"Sycamore - J Dilla #beats1"
2015-07-05 03:07:24,"Close2u","Louie Lastic",NA,"Close2u - Louie Lastic #beats1"
2015-07-05 03:05:55,"After (Moods Remix)","Bain",NA,"After (Moods Remix) - Bain #beats1"
2015-07-05 03:03:40,"King Kunta","Kendrick Lamar","https://t.co/g4Tys2zBYU","King Kunta - Kendrick Lamar https://t.co/g4Tys2zBYU #beats1"
2015-07-05 03:02:10,"$mokin H**h","Nikes / Lefty / MoonDoctoR",NA,"$mokin H**h - Nikes / Lefty / MoonDoctoR #beats1"
2015-07-05 03:00:40,"The World Is Yours","Lakim",NA,"The World Is Yours - Lakim #beats1"
2015-07-05 02:58:24,"Overnight Celebrity","Twista","https://t.co/6pPV7PlLuJ","Overnight Celebrity - Twista https://t.co/6pPV7PlLuJ #beats1"
2015-07-05 02:56:09,"Hunt for the Breeze – Louis XIV","Moving Castles",NA,"Hunt for the Breeze – Louis XIV - Moving Castles #beats1"
2015-07-05 02:53:53,"Happy Birthday Lakim This One's For You","Mr. Carmack",NA,"Happy Birthday Lakim This One's For You - Mr. Carmack #beats1"
2015-07-05 02:50:54,"Gravez","All These Girls",NA,"Gravez - All These Girls - Austin Millz #beats1"
2015-07-05 02:48:39,"If We Keep Falling","TEK.LUN",NA,"If We Keep Falling - TEK.LUN #beats1"
2015-07-05 02:45:39,"(Untitled)","PYRMDPLAZA",NA,"(Untitled) - PYRMDPLAZA #beats1"
2015-07-05 02:43:24,"Fresh Water (Feat. Drake) (Lege Kale Mash","Mix)",NA,"Fresh Water (Feat. Drake) (Lege Kale Mash-Mix) - Mick Jenkins #beats1"
2015-07-05 02:41:08,"Drive Me Crazy","Elhae",NA,"Drive Me Crazy - Elhae #beats1"
2015-07-05 02:38:08,"J","Louis x Pyrmdplaza",NA,"J-Louis x Pyrmdplaza - J Louis #beats1"
2015-07-05 02:37:24,"Left Alone feat. Chet Faker (Gravez x Ta","ku Re",NA,"Left Alone feat. Chet Faker (Gravez x Ta-ku Re-Remix)  - Flume #beats1"
2015-07-05 02:35:08,"Hot Remix Ft. Tek.Lun &amp; Zikomo","oriJanus",NA,"Hot Remix Ft. Tek.Lun &amp; Zikomo - oriJanus #beats1"
2015-07-05 02:34:24,"Hot Music","SO:HO","https://t.co/8lyJVpnyYw","Hot Music - SO:HO https://t.co/8lyJVpnyYw #beats1"
2015-07-05 02:30:39,"I Can't Help It by Michael Jackson (Samba Remix)","Tangoterje",NA,"I Can't Help It by Michael Jackson (Samba Remix) - Tangoterje #beats1"
2015-07-05 01:58:23,"Mija (Re","Scored)",NA,"Mija (Re-Scored) - Pryda #beats1"
2015-07-05 01:53:09,"Neuron","Pryda",NA,"Neuron - Pryda #beats1"
2015-07-05 01:47:53,"New Eras","Pryda",NA,"New Eras - Pryda #beats1"
2015-07-05 00:57:36,"Don't","Bryson Tiller","https://t.co/5aIpY2Oagv","Don't - Bryson Tiller https://t.co/5aIpY2Oagv #beats1"
2015-07-05 00:53:51,"Pedestrian at Best","Courtney Barnett","https://t.co/VH1qO224JN","Pedestrian at Best - Courtney Barnett https://t.co/VH1qO224JN #beats1"
2015-07-05 00:50:06,"Where Are Ü Now (with Justin Bieber)","Skrillex &amp; Diplo","https://t.co/RPsSAlyXnw","Where Are Ü Now (with Justin Bieber) - Skrillex &amp; Diplo https://t.co/RPsSAlyXnw #beats1"
2015-07-05 00:47:06,"Shutdown","Skepta","https://t.co/jBMxLRFwc5","Shutdown - Skepta https://t.co/jBMxLRFwc5 #beats1"
2015-07-05 00:42:35,"Let It Go","James Bay","https://t.co/IvTH8ev32R","Let It Go - James Bay https://t.co/IvTH8ev32R #beats1"
2015-07-05 00:39:35,"On the Regular (Radio Version)","Shamir","https://t.co/yOsMYzcLDg","On the Regular (Radio Version) - Shamir https://t.co/yOsMYzcLDg #beats1"
2015-07-05 00:35:51,"Award Tour","A Tribe Called Quest","https://t.co/ut2Kc3HGpH","Award Tour - A Tribe Called Quest https://t.co/ut2Kc3HGpH #beats1"
2015-07-05 00:32:05,"Painted","MS MR","https://t.co/gu4085AA8r","Painted - MS MR https://t.co/gu4085AA8r #beats1"
2015-07-05 00:27:36,"Know Yourself","Drake","https://t.co/fMjQQ2Zltu","Know Yourself - Drake https://t.co/fMjQQ2Zltu #beats1"
2015-07-05 00:23:50,"Heartbeats","The Knife","https://t.co/a5QF7oI1YN","Heartbeats - The Knife https://t.co/a5QF7oI1YN #beats1"
2015-07-05 00:19:20,"Human Behavior","Björk","https://t.co/rCU8LwIREK","Human Behavior - Björk https://t.co/rCU8LwIREK #beats1"
2015-07-05 00:14:50,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson)","A$AP Rocky",NA,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson) - A$AP Rocky #beats1"
2015-07-05 00:08:52,"Reapers","Muse","https://t.co/x9u8AF7RZQ","Reapers - Muse https://t.co/x9u8AF7RZQ #beats1"
2015-07-05 00:05:04,"You Know You Like It","DJ Snake &amp; AlunaGeorge","https://t.co/uK1l5MmYNq","You Know You Like It - DJ Snake &amp; AlunaGeorge https://t.co/uK1l5MmYNq #beats1"
2015-07-04 23:59:04,"Shook Ones, Pt. II","Mobb Deep","https://t.co/4pNutyWBMs","Shook Ones, Pt. II - Mobb Deep https://t.co/4pNutyWBMs #beats1"
2015-07-04 23:58:19,"Walk On By","Dionne Warwick","https://t.co/41bXGsUyCq","Walk On By - Dionne Warwick https://t.co/41bXGsUyCq #beats1"
2015-07-04 23:56:49,"Heart of Glass (Rerecorded 2014 Version)","Blondie","https://t.co/1XTKwRHorQ","Heart of Glass (Rerecorded 2014 Version) - Blondie https://t.co/1XTKwRHorQ #beats1"
2015-07-04 23:56:04,"German Whip (feat. Big H &amp; JME)","Meridian Dan","https://t.co/Oq5kJaqvxF","German Whip (feat. Big H &amp; JME) - Meridian Dan https://t.co/Oq5kJaqvxF #beats1"
2015-07-04 23:55:19,"No Flex Zone","Rae Sremmurd","https://t.co/cQkMiNN1mw","No Flex Zone - Rae Sremmurd https://t.co/cQkMiNN1mw #beats1"
2015-07-04 23:54:35,"Into the Groove","Madonna","https://t.co/eLIO3O5SLk","Into the Groove - Madonna https://t.co/eLIO3O5SLk #beats1"
2015-07-04 23:53:49,"Big Poppa (Radio Edit)","The Notorious B.I.G.","https://t.co/d92NkjDCvS","Big Poppa (Radio Edit) - The Notorious B.I.G. https://t.co/d92NkjDCvS #beats1"
2015-07-04 23:52:20,"1,2 Pass It","d&amp;d all stars","https://t.co/y17c2CchHI","1,2 Pass It - d&amp;d all stars https://t.co/y17c2CchHI #beats1"
2015-07-04 23:51:34,"It's Funky Enough","The D.O.C. &amp; D.O.C.","https://t.co/3s1j7fVODa","It's Funky Enough - The D.O.C. &amp; D.O.C. https://t.co/3s1j7fVODa #beats1"
2015-07-04 23:50:48,"Come On (feat. Sadat X)","The Notorious B.I.G.","https://t.co/4UkSMAO3Ox","Come On (feat. Sadat X) - The Notorious B.I.G. https://t.co/4UkSMAO3Ox #beats1"
2015-07-04 23:50:04,"This Cut's Got Flavor","Latee","https://t.co/vEQXqhewA3","This Cut's Got Flavor - Latee https://t.co/vEQXqhewA3 #beats1"
2015-07-04 23:49:19,"New Beginning","Dexter Wansel &amp; H. Smith","https://t.co/z5y0dXBJ1a","New Beginning - Dexter Wansel &amp; H. Smith https://t.co/z5y0dXBJ1a #beats1"
2015-07-04 23:48:35,"Questions and Answers","Boogie Down Productions","https://t.co/txs7Tb6l5D","Questions and Answers - Boogie Down Productions https://t.co/txs7Tb6l5D #beats1"
2015-07-04 23:47:49,"Sgt. Pepper's Lonely Hearts Club Band","The Beatles","https://t.co/jm2eiw2nJS","Sgt. Pepper's Lonely Hearts Club Band - The Beatles https://t.co/jm2eiw2nJS #beats1"
2015-07-04 23:47:04,"Nobody Beats the Biz","Biz Markie","https://t.co/8Uji65tynk","Nobody Beats the Biz - Biz Markie https://t.co/8Uji65tynk #beats1"
2015-07-04 23:46:19,"Rocky (Theme) [Original]","Hollywood Symphony Orchestra","https://t.co/Qdp65S6Js8","Rocky (Theme) [Original] - Hollywood Symphony Orchestra https://t.co/Qdp65S6Js8 #beats1"
2015-07-04 23:44:49,"Compton (feat. Dr. Dre)","Kendrick Lamar","https://t.co/J7MP1lNEmf","Compton (feat. Dr. Dre) - Kendrick Lamar https://t.co/J7MP1lNEmf #beats1"
2015-07-04 23:41:50,"Ain't Nothing To F*ck With (Freestyle)","Fabolous",NA,"Ain't Nothing To F*ck With (Freestyle) - Fabolous #beats1"
2015-07-04 23:39:36,"Numbers On the Boards","Pusha T","https://t.co/K0zdQM1qeN","Numbers On the Boards - Pusha T https://t.co/K0zdQM1qeN #beats1"
2015-07-04 23:38:50,"Wake Up (Featuring Jay","Z)","https://t.co/yHxrj21yhP","Wake Up (Featuring Jay-Z) - Missy Elliott https://t.co/yHxrj21yhP #beats1"
2015-07-04 23:37:21,"How I Could Just Kill a Man","Cypress Hill","https://t.co/TzhS7uSj8C","How I Could Just Kill a Man - Cypress Hill https://t.co/TzhS7uSj8C #beats1"
