"created","song","artist","url","text"
2015-07-06 02:06:31,"When the Night Comes","Dan Auerbach","https://t.co/A6jsCwYC8f","When the Night Comes - Dan Auerbach https://t.co/A6jsCwYC8f #beats1"
2015-07-06 02:02:46,"Go With the Flow","Queens of the Stone Age","https://t.co/wIyOjPBojI","Go With the Flow - Queens of the Stone Age https://t.co/wIyOjPBojI #beats1"
2015-07-06 02:00:31,"Lightning Bolt","Jake Bugg","https://t.co/2UJOsQ4dQU","Lightning Bolt - Jake Bugg https://t.co/2UJOsQ4dQU #beats1"
2015-07-06 01:56:45,"Ware Wa","The Loi","https://t.co/0NMvx5hJvl","Ware Wa - The Loi-Toki-Tok https://t.co/0NMvx5hJvl #beats1"
2015-07-06 01:51:30,"Tamiditine","Bombino","https://t.co/BhsOmGOFgz","Tamiditine - Bombino https://t.co/BhsOmGOFgz #beats1"
2015-07-06 01:47:00,"Azamane Tiliade","Bombino","https://t.co/5noguqRmQa","Azamane Tiliade - Bombino https://t.co/5noguqRmQa #beats1"
2015-07-06 01:42:30,"Minsato Le, Mi Dayihome","Orchestra Poly Rythmo de Contonou Dahomey","https://t.co/0SOUuvyq4E","Minsato Le, Mi Dayihome - Orchestra Poly Rythmo de Contonou Dahomey https://t.co/0SOUuvyq4E #beats1"
2015-07-06 01:37:14,"Este Pueblo","Mártir Luali","https://t.co/9z8852cPE8","Este Pueblo - Mártir Luali https://t.co/9z8852cPE8 #beats1"
2015-07-06 01:29:46,"Hero","Neu!","https://t.co/PGdeBjA3lP","Hero - Neu! https://t.co/PGdeBjA3lP #beats1"
2015-07-06 01:25:15,"Mushroom","Can","https://t.co/XppCZ8awbT","Mushroom - Can https://t.co/XppCZ8awbT #beats1"
2015-07-06 01:22:14,"I Don't Sell Molly No More","I LOVE MAKONNEN","https://t.co/7eoGc2muey","I Don't Sell Molly No More - I LOVE MAKONNEN https://t.co/7eoGc2muey #beats1"
2015-07-06 01:13:14,"Hannah Montana","Migos","https://t.co/JitwHVOULs","Hannah Montana - Migos https://t.co/JitwHVOULs #beats1"
2015-07-06 01:07:14,"Bando","Migos","https://t.co/QY6HswHNGL","Bando -  Migos https://t.co/QY6HswHNGL #beats1"
2015-07-06 01:02:43,"Off The Leash (ft. Young Thug &amp; Peewee Longway)","Gucci Mane",NA,"Off The Leash (ft. Young Thug &amp; Peewee Longway) - Gucci Mane #beats1"
2015-07-06 00:57:28,"We Run The Block","Bonkaz","https://t.co/SWxqsMit0g","We Run The Block - Bonkaz https://t.co/SWxqsMit0g #beats1"
2015-07-06 00:55:14,"Better Man","Leon Bridges","https://t.co/bVf3DceTkc","Better Man - Leon Bridges https://t.co/bVf3DceTkc #beats1"
2015-07-06 00:51:28,"Where Are Ü Now (with Justin Bieber)","Skrillex &amp; Diplo","https://t.co/RPsSAlyXnw","Where Are Ü Now (with Justin Bieber) - Skrillex &amp; Diplo https://t.co/RPsSAlyXnw #beats1"
2015-07-06 00:45:29,"Reapers","Muse","https://t.co/x9u8AF7RZQ","Reapers - Muse https://t.co/x9u8AF7RZQ #beats1"
2015-07-06 00:41:43,"Truffle Butter (feat. Drake &amp; Lil Wayne)","Nicki Minaj","https://t.co/bjsRdEpVfc","Truffle Butter (feat. Drake &amp; Lil Wayne) - Nicki Minaj https://t.co/bjsRdEpVfc #beats1"
2015-07-06 00:38:43,"Don't","Bryson Tiller","https://t.co/5aIpY2Oagv","Don't - Bryson Tiller https://t.co/5aIpY2Oagv #beats1"
2015-07-06 00:32:42,"Lose Yourself to Dance (feat. Pharrell Williams)","Daft Punk","https://t.co/pO3q8azXmH","Lose Yourself to Dance (feat. Pharrell Williams) - Daft Punk https://t.co/pO3q8azXmH #beats1"
2015-07-06 00:28:58,"Don't Wanna Fight","Alabama Shakes","https://t.co/W1fdRGfVts","Don't Wanna Fight - Alabama Shakes https://t.co/W1fdRGfVts #beats1"
2015-07-06 00:25:12,"What You Don't Do","Lianne La Havas","https://t.co/ZnN2F0rh8Z","What You Don't Do - Lianne La Havas https://t.co/ZnN2F0rh8Z #beats1"
2015-07-06 00:20:43,"Let It Go","James Bay","https://t.co/IvTH8ev32R","Let It Go - James Bay https://t.co/IvTH8ev32R #beats1"
2015-07-06 00:17:43,"Desire","Years &amp; Years","https://t.co/miTciqlU0d","Desire - Years &amp; Years https://t.co/miTciqlU0d #beats1"
2015-07-06 00:14:25,"The Wolf","Mumford &amp; Sons","https://t.co/FNISkxpub9","The Wolf - Mumford &amp; Sons https://t.co/FNISkxpub9 #beats1"
2015-07-06 00:10:12,"Oh My","Boogie","https://t.co/O0dDT60kq4","Oh My - Boogie https://t.co/O0dDT60kq4 #beats1"
2015-07-06 00:06:27,"Ship To Wreck","Florence + The Machine","https://t.co/E3eqB2NVJg","Ship To Wreck - Florence + The Machine https://t.co/E3eqB2NVJg #beats1"
2015-07-06 00:01:12,"Holding On (feat. Sam Dew)","Julio Bashmore","https://t.co/xckvanF7PP","Holding On (feat. Sam Dew) - Julio Bashmore https://t.co/xckvanF7PP #beats1"
2015-07-05 23:57:27,"Midnight City","M83","https://t.co/Yw0V5YD8cg","Midnight City - M83 https://t.co/Yw0V5YD8cg #beats1"
2015-07-05 23:50:42,"Energy","Drake","https://t.co/tZanwcOkOr","Energy - Drake https://t.co/tZanwcOkOr #beats1"
2015-07-05 23:46:58,"Fight Song","Rachel Platten","https://t.co/bizKMEn9Et","Fight Song - Rachel Platten https://t.co/bizKMEn9Et #beats1"
2015-07-05 23:43:57,"Moaning Lisa Smile","Wolf Alice","https://t.co/3TJhP5Ci9t","Moaning Lisa Smile - Wolf Alice https://t.co/3TJhP5Ci9t #beats1"
2015-07-05 23:40:12,"Trap Queen","Fetty Wap","https://t.co/OWRc7c13Gg","Trap Queen - Fetty Wap https://t.co/OWRc7c13Gg #beats1"
2015-07-05 23:35:42,"Stay","Lisa Loeb &amp; Nine Stories","https://t.co/TVWlCYos6V","Stay - Lisa Loeb &amp; Nine Stories https://t.co/TVWlCYos6V #beats1"
2015-07-05 23:32:42,"On the Regular (Radio Version)","Shamir","https://t.co/yOsMYzcLDg","On the Regular (Radio Version) - Shamir https://t.co/yOsMYzcLDg #beats1"
2015-07-05 23:28:55,"What Happened To That Boy","Baby &amp; Clipse","https://t.co/ucLTninJlB","What Happened To That Boy - Baby &amp; Clipse https://t.co/ucLTninJlB #beats1"
2015-07-05 23:23:40,"Powerful (feat. Ellie Goulding &amp; Tarrus Riley)","Major Lazer","https://t.co/qOE3XOAbGU","Powerful (feat. Ellie Goulding &amp; Tarrus Riley) - Major Lazer https://t.co/qOE3XOAbGU #beats1"
2015-07-05 23:19:55,"Commas","Future","https://t.co/KTL9pKrtZF","Commas - Future https://t.co/KTL9pKrtZF #beats1"
2015-07-05 23:15:26,"U Mad (feat. Kanye West)","Vic Mensa","https://t.co/grlviWKmJN","U Mad (feat. Kanye West) - Vic Mensa https://t.co/grlviWKmJN #beats1"
2015-07-05 23:09:26,"Dreams","Beck","https://t.co/AyQGWKitnm","Dreams - Beck https://t.co/AyQGWKitnm #beats1"
2015-07-05 23:03:26,"Without You (feat. Totally Enormous Extinct Dinosaurs)","Dillon Francis","https://t.co/w4xF2mEa9T","Without You (feat. Totally Enormous Extinct Dinosaurs) - Dillon Francis https://t.co/w4xF2mEa9T #beats1"
2015-07-05 22:59:40,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBLMdm","Can't Feel My Face - The Weeknd https://t.co/q5jNrBLMdm #beats1"
2015-07-05 22:55:56,"Watch Me (Whip / Nae Nae)","Silento","https://t.co/F1Zlo2BGxe","Watch Me (Whip / Nae Nae) - Silento https://t.co/F1Zlo2BGxe #beats1"
2015-07-05 22:52:11,"Bad Blood (feat. Kendrick Lamar)","Taylor Swift","https://t.co/JNWOYie7i2","Bad Blood (feat. Kendrick Lamar) - Taylor Swift https://t.co/JNWOYie7i2 #beats1"
2015-07-05 22:48:26,"Pedestrian at Best","Courtney Barnett","https://t.co/VH1qO224JN","Pedestrian at Best - Courtney Barnett https://t.co/VH1qO224JN #beats1"
2015-07-05 22:42:24,"Real Joy","Fono","https://t.co/01d2pW2JqJ","Real Joy - Fono https://t.co/01d2pW2JqJ #beats1"
2015-07-05 22:38:39,"Little Monster","Royal Blood","https://t.co/hoA22ruzAz","Little Monster - Royal Blood https://t.co/hoA22ruzAz #beats1"
2015-07-05 22:34:10,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-05 22:31:54,"Get Low","Dillon Francis &amp; DJ Snake","https://t.co/xyj38RTNzm","Get Low - Dillon Francis &amp; DJ Snake https://t.co/xyj38RTNzm #beats1"
2015-07-05 22:31:11,"Get Low","Dillon Francis &amp; DJ Snake","https://t.co/xyj38SboqU","Get Low - Dillon Francis &amp; DJ Snake https://t.co/xyj38SboqU #beats1"
2015-07-05 22:26:39,"Gucci Said","Que",NA,"Gucci Said - Que #beats1"
2015-07-05 22:22:56,"Pretty Boy Swag","Soulja Boy Tell 'Em","https://t.co/I370L69uLF","Pretty Boy Swag - Soulja Boy Tell 'Em https://t.co/I370L69uLF #beats1"
2015-07-05 22:19:10,"Electric Body (feat. ScHoolboy Q)","A$AP Rocky","https://t.co/3SH0qH3bXe","Electric Body (feat. ScHoolboy Q) - A$AP Rocky https://t.co/3SH0qH3bXe #beats1"
2015-07-05 22:16:54,"Ping Pong With my Woes","Ryan Hemsworth",NA,"Ping Pong With my Woes - Ryan Hemsworth #beats1"
2015-07-05 22:15:25,"Hot in Herre","Nelly","https://t.co/VE9mtrEEUk","Hot in Herre - Nelly https://t.co/VE9mtrEEUk #beats1"
2015-07-05 22:13:54,"Grillz (Featuring Paul Wall, Ali &amp; Gipp)","Nelly featuring Paul Wall, Ali &amp; Gipp","https://t.co/a88ktbXEwT","Grillz (Featuring Paul Wall, Ali &amp; Gipp) - Nelly featuring Paul Wall, Ali &amp; Gipp https://t.co/a88ktbXEwT #beats1"
2015-07-05 22:12:25,"Country Grammar (Hot...)","Nelly","https://t.co/vbbSBky7FV","Country Grammar (Hot...) - Nelly https://t.co/vbbSBky7FV #beats1"
2015-07-05 22:10:10,"Toot It and Boot It","YG","https://t.co/bRAeg29e4e","Toot It and Boot It - YG https://t.co/bRAeg29e4e #beats1"
2015-07-05 22:04:54,"I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan]","Jamie xx","https://t.co/xIe9Bx6NZc","I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan] - Jamie xx https://t.co/xIe9Bx6NZc #beats1"
2015-07-05 22:02:43,"Maserati","Sicko Mobb RIP Yams Version",NA,"Maserati- Sicko Mobb RIP Yams Version - Ryan Hemsworth #beats1"
2015-07-05 21:57:24,"Worst Behavior","Drake","https://t.co/1YhrRo8c4g","Worst Behavior - Drake https://t.co/1YhrRo8c4g #beats1"
2015-07-05 21:52:54,"The Love You're Given","Jack Garratt","https://t.co/X0fJa1qJDM","The Love You're Given - Jack Garratt https://t.co/X0fJa1qJDM #beats1"
2015-07-05 21:49:08,"Classic Man (feat. Roman GianArthur)","Jidenna","https://t.co/2xhVVoH2zg","Classic Man (feat. Roman GianArthur) - Jidenna https://t.co/2xhVVoH2zg #beats1"
2015-07-05 21:45:23,"Seasons (Waiting On You)","Future Islands","https://t.co/vO0kStNnxg","Seasons (Waiting On You) - Future Islands https://t.co/vO0kStNnxg #beats1"
2015-07-05 21:40:54,"Bitter Pill","Gavin James",NA,"Bitter Pill - Gavin James #beats1"
2015-07-05 21:39:23,"Lean On (feat. MØ &amp; DJ Snake)","Major Lazer","https://t.co/e86nXawfT8","Lean On (feat. MØ &amp; DJ Snake) - Major Lazer https://t.co/e86nXawfT8 #beats1"
2015-07-05 21:37:53,"Lean On (feat. MØ &amp; DJ Snake)","Major Lazer","https://t.co/e86nXaNRhI","Lean On (feat. MØ &amp; DJ Snake) - Major Lazer https://t.co/e86nXaNRhI #beats1"
2015-07-05 21:34:54,"She Wants to Move","N.E.R.D","https://t.co/phJsIZwYH4","She Wants to Move - N.E.R.D https://t.co/phJsIZwYH4 #beats1"
2015-07-05 21:31:07,"Man Don't Care (feat. Giggs)","JME","https://t.co/HGTIsyn4Kj","Man Don't Care (feat. Giggs) - JME  https://t.co/HGTIsyn4Kj #beats1"
2015-07-05 21:27:23,"Weight In Gold","Gallant","https://t.co/k1blDT1HaW","Weight In Gold - Gallant https://t.co/k1blDT1HaW #beats1"
2015-07-05 21:22:54,"I Got U (feat. Jax Jones)","Duke Dumont","https://t.co/RKFQJTtexy","I Got U (feat. Jax Jones) - Duke Dumont https://t.co/RKFQJTtexy #beats1"
2015-07-05 21:19:07,"You Don't Own Me (feat. G","Eazy)","https://t.co/Ys6h2uzsGi","You Don't Own Me (feat. G-Eazy) - Grace https://t.co/Ys6h2uzsGi #beats1"
2015-07-05 21:15:22,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson)","A$AP Rocky",NA,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson) - A$AP Rocky #beats1"
2015-07-05 21:11:39,"Papaoutai","Stromae","https://t.co/T8Om75RX0x","Papaoutai - Stromae https://t.co/T8Om75RX0x #beats1"
2015-07-05 21:06:22,"Holding On (feat. Gregory Porter)","Disclosure","https://t.co/A59KFhjiMB","Holding On (feat. Gregory Porter) - Disclosure https://t.co/A59KFhjiMB #beats1"
2015-07-05 21:02:37,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-05 20:58:06,"My Song","Al Wilson","https://t.co/FnoibV2j47","My Song - Al Wilson https://t.co/FnoibV2j47 #beats1"
2015-07-05 20:51:21,"Park Bench People","José James","https://t.co/0bwMfoDRcq","Park Bench People - José James https://t.co/0bwMfoDRcq #beats1"
2015-07-05 20:48:21,"Helios (feat. Wayne Snow)","Darius","https://t.co/SKvpEmWeCa","Helios (feat. Wayne Snow) - Darius https://t.co/SKvpEmWeCa #beats1"
2015-07-05 20:44:38,"Wonderful World","Sam Cooke","https://t.co/RGfqEXVeq3","Wonderful World - Sam Cooke https://t.co/RGfqEXVeq3 #beats1"
2015-07-05 20:39:23,"One Day","UGK","https://t.co/KeSg5UBBg3","One Day - UGK https://t.co/KeSg5UBBg3 #beats1"
2015-07-05 20:34:52,"Wavybone (feat. Juicy J x UGK)","A$AP Rocky","https://t.co/2pfqUvfQTu","Wavybone (feat. Juicy J x UGK) - A$AP Rocky https://t.co/2pfqUvfQTu #beats1"
2015-07-05 20:31:06,"Can’t Get Outta The Game","Nicole Wray ft. Beanie Sigel",NA,"Can’t Get Outta The Game  - Nicole Wray ft. Beanie Sigel #beats1"
2015-07-05 20:27:21,"Here","Alessia Cara","https://t.co/RdMDga4k3i","Here - Alessia Cara https://t.co/RdMDga4k3i #beats1"
2015-07-05 20:24:21,"The Best People in the World","Elliphant","https://t.co/7hLwivfz4s","The Best People in the World - Elliphant https://t.co/7hLwivfz4s #beats1"
2015-07-05 20:21:22,"Descontrole Do Romano","MC Tati Zaqui e MC Crash",NA,"Descontrole Do Romano - MC Tati Zaqui e MC Crash #beats1"
2015-07-05 20:18:21,"Norf Norf","Vince Staples","https://t.co/jeZoLzU4fb","Norf Norf - Vince Staples https://t.co/jeZoLzU4fb #beats1"
2015-07-05 20:15:20,"Alright","Kendrick Lamar","https://t.co/8mQmxY8fws","Alright - Kendrick Lamar https://t.co/8mQmxY8fws #beats1"
2015-07-05 20:11:35,"Gazi","A.Chal",NA,"Gazi - A.Chal #beats1"
2015-07-05 20:07:05,"Talk Talk","George Maple","https://t.co/xsiWXbAFwS","Talk Talk - George Maple  https://t.co/xsiWXbAFwS #beats1"
2015-07-05 20:03:21,"Too Young","Post Malone","https://t.co/yzo3pieq4u","Too Young - Post Malone https://t.co/yzo3pieq4u #beats1"
2015-07-05 20:00:20,"Warm","SG Lewis","https://t.co/i8zPcwp40I","Warm - SG Lewis https://t.co/i8zPcwp40I #beats1"
2015-07-05 19:56:35,"Pulsing (feat. Nina K)","Tomas Barfod","https://t.co/bLreD5eWvG","Pulsing (feat. Nina K) - Tomas Barfod https://t.co/bLreD5eWvG #beats1"
2015-07-05 19:53:35,"Fastlane","Rationale","https://t.co/BVZdFqewsP","Fastlane - Rationale https://t.co/BVZdFqewsP #beats1"
2015-07-05 19:49:08,"Quite Like","Her","https://t.co/zVdJhBbDrH","Quite Like - Her https://t.co/zVdJhBbDrH #beats1"
2015-07-05 19:46:51,"God Emoji","Silicon","https://t.co/Ntv0d1FtNW","God Emoji - Silicon https://t.co/Ntv0d1FtNW #beats1"
2015-07-05 19:42:21,"Ice Cream","Raekwon","https://t.co/G8cV6CKYLx","Ice Cream - Raekwon https://t.co/G8cV6CKYLx #beats1"
2015-07-05 19:37:49,"Sound Bwoy Bureill","Smif","https://t.co/g0j2rdSDfP","Sound Bwoy Bureill - Smif-N-Wessun https://t.co/g0j2rdSDfP #beats1"
2015-07-05 19:34:49,"Hunger","Sam Sure","https://t.co/lXnOwyq0ww","Hunger - Sam Sure https://t.co/lXnOwyq0ww #beats1"
2015-07-05 19:31:06,"Sharpness","Jamie Woon",NA,"Sharpness - Jamie Woon  #beats1"
2015-07-05 19:28:49,"How Do You Love Me","SPZRKT &amp; Sango",NA,"How Do You Love Me - SPZRKT &amp; Sango #beats1"
2015-07-05 19:22:49,"Gemini","Alabama Shakes","https://t.co/l8pbcBLR8J","Gemini - Alabama Shakes https://t.co/l8pbcBLR8J #beats1"
2015-07-05 19:17:34,"Señorita","Justin Timberlake","https://t.co/IXvfGnDuHk","Señorita - Justin Timberlake https://t.co/IXvfGnDuHk #beats1"
2015-07-05 19:13:50,"She Wants to Move","N.E.R.D","https://t.co/phJsIZwYH4","She Wants to Move - N.E.R.D https://t.co/phJsIZwYH4 #beats1"
2015-07-05 19:13:05,"Seven Nation Army","The White Stripes","https://t.co/gqbUPKKApA","Seven Nation Army - The White Stripes https://t.co/gqbUPKKApA #beats1"
2015-07-05 19:11:34,"Celestial Blues","Gary Bartz","https://t.co/iJr4gAAJe3","Celestial Blues - Gary Bartz https://t.co/iJr4gAAJe3 #beats1"
2015-07-05 19:07:05,"Yeah Yeah Yeah","Jax Jones",NA,"Yeah Yeah Yeah - Jax Jones #beats1"
2015-07-05 19:04:50,"Set It Off (Vocal)","Strafe","https://t.co/gdQ4fVntMO","Set It Off (Vocal) - Strafe https://t.co/gdQ4fVntMO #beats1"
2015-07-05 18:58:50,"Bros","Wolf Alice","https://t.co/Qa8RSzgh3A","Bros - Wolf Alice https://t.co/Qa8RSzgh3A #beats1"
2015-07-05 18:55:50,"Little Monster","Royal Blood","https://t.co/hoA22ruzAz","Little Monster - Royal Blood https://t.co/hoA22ruzAz #beats1"
2015-07-05 18:52:03,"Good For You (feat. A$AP Rocky)","Selena Gomez","https://t.co/O0qUbiYdXK","Good For You (feat. A$AP Rocky) - Selena Gomez https://t.co/O0qUbiYdXK #beats1"
2015-07-05 18:48:18,"Painted","MS MR","https://t.co/gu4085AA8r","Painted - MS MR https://t.co/gu4085AA8r #beats1"
2015-07-05 18:44:33,"We Run The Block","Bonkaz","https://t.co/SWxqsMit0g","We Run The Block - Bonkaz https://t.co/SWxqsMit0g #beats1"
2015-07-05 18:40:49,"Two Weeks","FKA Twigs","https://t.co/AWjBDiVhIe","Two Weeks - FKA Twigs https://t.co/AWjBDiVhIe #beats1"
2015-07-05 18:36:18,"Pass the Courvoisier, Pt. 2 (Remix Version) [feat. P. Diddy &amp; Pharrell]","Busta Rhymes","https://t.co/TfRyEdpCrc","Pass the Courvoisier, Pt. 2 (Remix Version) [feat. P. Diddy &amp; Pharrell] - Busta Rhymes https://t.co/TfRyEdpCrc #beats1"
2015-07-05 18:32:33,"Come Get It Bae","Pharrell Williams","https://t.co/PA6wIaDhJu","Come Get It Bae - Pharrell Williams https://t.co/PA6wIaDhJu #beats1"
2015-07-05 18:30:19,"Better Man","Leon Bridges","https://t.co/bVf3DceTkc","Better Man - Leon Bridges https://t.co/bVf3DceTkc #beats1"
2015-07-05 18:27:18,"City","Spring King","https://t.co/Wlb3eyfgpI","City - Spring King https://t.co/Wlb3eyfgpI #beats1"
2015-07-05 18:22:49,"Let It Go","James Bay","https://t.co/IvTH8ev32R","Let It Go - James Bay https://t.co/IvTH8ev32R #beats1"
2015-07-05 18:19:03,"Where Are Ü Now (with Justin Bieber)","Skrillex &amp; Diplo","https://t.co/RPsSAlyXnw","Where Are Ü Now (with Justin Bieber) - Skrillex &amp; Diplo https://t.co/RPsSAlyXnw #beats1"
2015-07-05 18:13:48,"House Every Weekend","David Zowie",NA,"House Every Weekend - David Zowie #beats1"
2015-07-05 18:08:34,"U Mad (feat. Kanye West)","Vic Mensa","https://t.co/grlviWKmJN","U Mad (feat. Kanye West) - Vic Mensa https://t.co/grlviWKmJN #beats1"
2015-07-05 18:07:48,"The Wolf","Mumford &amp; Sons","https://t.co/FNISkxH52H","The Wolf - Mumford &amp; Sons https://t.co/FNISkxH52H #beats1"
2015-07-05 18:05:33,"The Wolf","Mumford &amp; Sons","https://t.co/FNISkxpub9","The Wolf - Mumford &amp; Sons https://t.co/FNISkxpub9 #beats1"
2015-07-05 18:00:18,"Holding On (feat. Sam Dew)","Julio Bashmore","https://t.co/xckvanF7PP","Holding On (feat. Sam Dew) - Julio Bashmore https://t.co/xckvanF7PP #beats1"
2015-07-05 17:56:33,"Cmyk","James Blake","https://t.co/lMu6XG4qow","Cmyk - James Blake https://t.co/lMu6XG4qow #beats1"
2015-07-05 17:55:02,"A Side Vibes Is Right","Om Unit",NA,"A Side Vibes Is Right - Om Unit #beats1"
2015-07-05 17:52:48,"Why You Wanna","T.I.","https://t.co/2ttQ4Ntull","Why You Wanna - T.I. https://t.co/2ttQ4Ntull #beats1"
2015-07-05 17:50:33,"4 iheartbobby","Ebrahim",NA,"4 iheartbobby - Ebrahim #beats1"
2015-07-05 17:46:47,"Think Twice","J Dilla","https://t.co/yfvjThU8Iw","Think Twice - J Dilla https://t.co/yfvjThU8Iw #beats1"
2015-07-05 17:44:32,"Zizzle","Zebrahim",NA,"Zizzle - Zebrahim #beats1"
2015-07-05 17:41:33,"Beautifullest Thing","Zebrahim",NA,"Beautifullest Thing - Zebrahim #beats1"
2015-07-05 17:38:32,"Bone Jelly","Cazal Organism",NA,"Bone Jelly - Cazal Organism #beats1"
2015-07-05 17:35:31,"Lovesick F***","Mura Masa",NA,"Lovesick F*** - Mura Masa #beats1"
2015-07-05 17:34:01,"Girl (feat. KAYTRANADA)","The Internet","https://t.co/OQEZuhWUAX","Girl (feat. KAYTRANADA) - The Internet https://t.co/OQEZuhWUAX #beats1"
2015-07-05 17:32:32,"What You Won't Do for Love (feat. Austin Bohlman, Texacali Horns &amp; Jeff Tamelier)","Destruments","https://t.co/zAcgE1W9Qc","What You Won't Do for Love (feat. Austin Bohlman, Texacali Horns &amp; Jeff Tamelier) - Destruments https://t.co/zAcgE1W9Qc #beats1"
2015-07-05 17:30:17,"Take.Grime","Bassbear!! / Swisha Sweet",NA,"Take.Grime - Bassbear!! / Swisha Sweet #beats1"
2015-07-05 17:29:31,"Left &amp; Right (Moodprint Remix)","D'Angelo",NA,"Left &amp; Right (Moodprint Remix) - D'Angelo #beats1"
2015-07-05 17:26:34,"Embrace","Geode",NA,"Embrace - Geode #beats1"
2015-07-05 17:23:34,"Is It Real","Raven",NA,"Is It Real - Raven #beats1"
2015-07-05 17:22:02,"Stronger Than Me (Alby Daniels Remix)","Amy Winehouse",NA,"Stronger Than Me (Alby Daniels Remix) - Amy Winehouse #beats1"
2015-07-05 17:19:01,"Didn't Cha Know","Erykah Badu","https://t.co/8QdHtxuQRv","Didn't Cha Know - Erykah Badu https://t.co/8QdHtxuQRv #beats1"
2015-07-05 17:18:17,"B**** Don't Kill My Vibe by Kendrick Lamar feat. The Clubcasa Chamber Orchestra","Sly5thAve",NA,"B**** Don't Kill My Vibe by Kendrick Lamar feat. The Clubcasa Chamber Orchestra - Sly5thAve #beats1"
2015-07-05 17:16:46,"Final Warning (Featuring Aaliyah)","Ginuwine featuring Aaliyah","https://t.co/iooIKejzwX","Final Warning (Featuring Aaliyah) - Ginuwine featuring Aaliyah https://t.co/iooIKejzwX #beats1"
2015-07-05 17:16:02,"My Love (Instrumental)","Justin Timberlake","https://t.co/Y7VapfObZB","My Love (Instrumental) - Justin Timberlake https://t.co/Y7VapfObZB #beats1"
2015-07-05 17:13:46,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-05 17:11:31,"Señorita","Justin Timberlake","https://t.co/IXvfGnDuHk","Señorita - Justin Timberlake https://t.co/IXvfGnDuHk #beats1"
2015-07-05 17:10:02,"Beautiful","Snoop Dogg feat. Hidden Beach Recordings",NA,"Beautiful - Snoop Dogg feat. Hidden Beach Recordings #beats1"
2015-07-05 17:08:31,"Can I Have It Like That (feat. Gwen Stefani)","Pharrell","https://t.co/0eqeztleWY","Can I Have It Like That (feat. Gwen Stefani) - Pharrell https://t.co/0eqeztleWY #beats1"
2015-07-05 17:06:17,"Feels So Good","Dwele","https://t.co/AFdNZvi2hs","Feels So Good - Dwele https://t.co/AFdNZvi2hs #beats1"
2015-07-05 17:04:47,"Sycamore","J Dilla",NA,"Sycamore - J Dilla #beats1"
